transaction_id,user_id,created_at,type,status,method,channel,provider,amount,currency,processing_time_min,reject_reason
2694,1922,2025-10-07 15:19:02,deposit,approved,pix,chat,ProviderA,1600.37,BRL,10,
2695,9364,2025-12-05 01:27:40,withdraw,approved,bank_transfer,email,ProviderC,1538.35,BRL,365,
2696,7022,2025-11-22 23:59:11,withdraw,approved,pix,chat,ProviderC,1170.36,BRL,1096,
2697,2815,2025-10-20 10:18:53,withdraw,approved,pix,crm,ProviderB,1649.86,BRL,159,
2698,7920,2025-12-27 14:34:23,deposit,approved,pix,email,ProviderB,651.92,BRL,12,
2699,8858,2025-12-06 02:32:09,deposit,pending,card,chat,ProviderC,357.1,BRL,23,
2700,4287,2025-12-20 19:25:04,withdraw,approved,pix,email,ProviderB,1033.0,BRL,433,
2701,5498,2025-10-20 09:20:17,deposit,approved,pix,app,ProviderB,1465.95,BRL,14,
2702,3563,2025-10-02 02:00:17,withdraw,approved,pix,app,ProviderA,2361.75,BRL,294,
2703,7656,2025-12-24 07:39:27,withdraw,approved,pix,email,ProviderB,1310.04,BRL,290,
2704,4892,2025-10-11 06:04:37,deposit,denied,pix,app,ProviderA,794.22,BRL,2,Conta bancaria invalida
2705,7488,2025-12-26 12:18:20,deposit,approved,pix,crm,ProviderA,1175.23,BRL,28,
2706,9590,2025-10-19 17:27:38,deposit,approved,pix,chat,ProviderC,240.55,BRL,16,
2707,9518,2026-01-14 03:09:53,deposit,approved,pix,crm,ProviderC,235.08,BRL,13,
2708,4220,2025-12-26 20:51:08,withdraw,pending,pix,chat,ProviderA,4169.3,BRL,510,
2709,7557,2025-12-13 18:11:58,withdraw,pending,pix,app,ProviderB,2557.27,BRL,442,
2710,7438,2025-12-09 12:34:55,deposit,approved,pix,chat,ProviderB,1332.07,BRL,31,
2711,1787,2025-12-06 19:40:18,withdraw,approved,pix,chat,ProviderB,2053.55,BRL,743,
2712,7697,2025-10-01 19:27:50,withdraw,approved,card,email,ProviderC,404.14,BRL,589,
2713,6855,2025-11-29 08:23:21,withdraw,pending,pix,crm,ProviderC,2509.85,BRL,707,
2714,9995,2025-09-23 09:24:32,deposit,approved,pix,email,ProviderB,894.92,BRL,32,
2715,9388,2025-10-31 19:50:52,deposit,approved,pix,app,ProviderA,1535.76,BRL,23,
2716,2639,2025-09-23 22:17:52,deposit,approved,card,crm,ProviderB,1205.3,BRL,4,
2717,2572,2025-10-19 07:52:27,deposit,approved,pix,email,ProviderA,735.47,BRL,18,
2718,9519,2025-10-09 01:29:54,deposit,approved,pix,chat,ProviderC,538.99,BRL,24,
2719,7213,2025-12-20 23:43:40,withdraw,denied,pix,email,ProviderB,850.52,BRL,540,KYC pendente
2720,6012,2025-11-17 10:03:56,deposit,approved,pix,chat,ProviderC,986.21,BRL,24,
2721,3307,2025-10-09 08:40:03,withdraw,approved,pix,chat,ProviderB,1037.66,BRL,866,
2722,6897,2025-11-05 09:07:05,deposit,approved,pix,chat,ProviderA,379.94,BRL,14,
2723,5714,2025-11-23 06:01:55,deposit,approved,pix,chat,ProviderC,845.04,BRL,8,
2724,6773,2025-11-09 12:57:40,withdraw,pending,pix,chat,ProviderC,2310.6,BRL,425,
2725,6062,2025-10-09 18:03:09,deposit,approved,pix,app,ProviderC,295.31,BRL,16,
2726,7109,2025-11-19 13:42:32,deposit,approved,card,email,ProviderC,218.47,BRL,2,
2727,7697,2026-01-13 15:59:25,deposit,approved,pix,crm,ProviderC,383.35,BRL,6,
2728,4496,2025-10-12 09:52:40,withdraw,approved,pix,chat,ProviderC,2701.68,BRL,622,
2729,8284,2025-11-16 22:50:14,deposit,approved,pix,app,ProviderC,73.19,BRL,5,
2730,5765,2025-12-23 13:34:31,withdraw,approved,bank_transfer,chat,ProviderB,2428.08,BRL,317,
2731,7108,2025-12-29 05:00:47,withdraw,approved,pix,email,ProviderA,2393.83,BRL,364,
2732,8538,2026-01-15 17:45:20,deposit,approved,pix,crm,ProviderC,1190.04,BRL,21,
2733,5418,2025-12-13 16:46:55,withdraw,approved,bank_transfer,app,ProviderB,2566.74,BRL,444,
2734,2799,2025-11-19 06:50:43,withdraw,approved,pix,chat,ProviderA,971.14,BRL,331,
2735,8975,2025-11-07 03:02:28,deposit,pending,pix,app,ProviderC,444.11,BRL,11,
2736,3098,2026-01-12 23:52:25,withdraw,approved,pix,app,ProviderB,1256.32,BRL,494,
2737,1119,2025-11-03 08:09:06,withdraw,approved,bank_transfer,chat,ProviderC,2829.52,BRL,186,
2738,8081,2025-11-18 18:11:57,withdraw,approved,pix,chat,ProviderA,555.6,BRL,643,
2739,5391,2026-01-07 20:02:52,deposit,approved,card,crm,ProviderC,519.4,BRL,2,
2740,8159,2025-12-17 04:25:24,withdraw,denied,pix,email,ProviderB,2221.1,BRL,517,Documento ilegivel
2741,4887,2025-11-25 03:08:26,deposit,approved,crypto,app,ProviderC,250.07,BRL,14,
2742,8031,2025-10-02 20:21:51,withdraw,pending,pix,app,ProviderA,493.56,BRL,122,
2743,6280,2025-10-21 20:47:09,withdraw,denied,pix,chat,ProviderA,323.71,BRL,825,KYC pendente
2744,6015,2026-01-03 17:08:46,withdraw,approved,crypto,email,ProviderB,1801.84,BRL,755,
2745,3963,2025-11-11 13:35:04,withdraw,approved,pix,chat,ProviderB,1162.78,BRL,847,
2746,2398,2025-10-10 19:44:43,withdraw,approved,bank_transfer,email,ProviderA,1633.08,BRL,1049,
2747,4545,2025-10-17 14:53:57,withdraw,approved,pix,crm,ProviderB,279.36,BRL,1132,
2748,2315,2026-01-01 20:53:23,withdraw,approved,pix,app,ProviderA,2711.47,BRL,641,
2749,6302,2025-11-09 06:31:56,withdraw,approved,pix,chat,ProviderA,2171.87,BRL,90,
2750,4204,2025-10-22 09:32:28,deposit,approved,bank_transfer,crm,ProviderB,690.58,BRL,14,
2751,8916,2025-12-22 08:31:02,deposit,approved,pix,app,ProviderA,110.58,BRL,37,
2752,2076,2026-01-14 19:27:55,deposit,approved,pix,app,ProviderA,468.64,BRL,7,
2753,1808,2025-11-13 07:56:58,deposit,approved,card,app,ProviderB,696.16,BRL,5,
2754,7563,2025-10-21 00:13:33,deposit,approved,pix,email,ProviderB,485.77,BRL,13,
2755,1334,2025-10-05 18:17:34,deposit,approved,pix,chat,ProviderC,503.36,BRL,32,
2756,6509,2025-12-23 01:28:20,withdraw,denied,pix,chat,ProviderC,2102.86,BRL,1378,Falha no provedor
2757,2635,2025-10-13 13:01:28,withdraw,approved,card,email,ProviderA,1745.76,BRL,1327,
2758,5040,2025-09-21 16:13:56,deposit,approved,pix,email,ProviderB,581.77,BRL,8,
2759,3303,2025-11-24 18:51:32,withdraw,approved,pix,crm,ProviderC,3941.12,BRL,383,
2760,3319,2025-12-27 14:59:47,deposit,approved,card,crm,ProviderA,572.73,BRL,33,
2761,4147,2025-11-30 01:17:23,withdraw,approved,bank_transfer,email,ProviderA,1720.15,BRL,583,
2762,8864,2025-12-15 16:48:26,deposit,approved,card,crm,ProviderB,313.03,BRL,33,
2763,5984,2025-11-25 14:35:11,withdraw,approved,bank_transfer,crm,ProviderA,442.99,BRL,829,
2764,9408,2025-11-06 01:40:26,withdraw,pending,pix,email,ProviderB,621.1,BRL,541,
2765,2637,2025-11-24 09:17:23,withdraw,approved,bank_transfer,app,ProviderB,2869.0,BRL,448,
2766,5971,2025-11-25 15:41:53,deposit,approved,pix,crm,ProviderC,515.31,BRL,8,
2767,6255,2025-10-07 16:28:04,deposit,approved,pix,chat,ProviderC,1628.83,BRL,13,
2768,8615,2026-01-05 19:28:11,deposit,approved,card,app,ProviderA,570.18,BRL,13,
2769,4820,2025-11-02 03:59:17,deposit,approved,bank_transfer,app,ProviderB,393.51,BRL,19,
2770,8392,2025-11-02 10:18:54,deposit,approved,pix,app,ProviderB,245.34,BRL,24,
2771,9738,2025-11-24 15:51:57,withdraw,denied,pix,email,ProviderB,427.95,BRL,545,Falha no provedor
2772,6585,2026-01-02 17:07:54,withdraw,denied,pix,crm,ProviderB,367.35,BRL,166,KYC pendente
2773,2723,2025-11-16 14:58:29,withdraw,approved,pix,crm,ProviderC,2839.9,BRL,440,
2774,7853,2025-12-15 21:11:24,deposit,approved,pix,email,ProviderC,455.11,BRL,6,
2775,5396,2025-12-03 19:26:20,deposit,denied,pix,email,ProviderA,911.19,BRL,21,Conta bancaria invalida
2776,7829,2025-11-08 15:33:08,deposit,approved,pix,email,ProviderC,1597.23,BRL,13,
2777,9976,2025-12-07 18:08:55,withdraw,approved,pix,app,ProviderB,303.83,BRL,587,
2778,7656,2025-12-13 20:03:37,withdraw,approved,pix,chat,ProviderB,1909.17,BRL,212,
2779,8172,2025-12-14 19:23:30,withdraw,approved,bank_transfer,crm,ProviderA,309.07,BRL,1289,
2780,7666,2025-12-10 00:45:53,deposit,approved,pix,crm,ProviderA,240.38,BRL,31,
2781,1850,2025-11-03 14:25:01,deposit,approved,bank_transfer,chat,ProviderC,261.99,BRL,7,
2782,7190,2025-12-02 04:41:02,deposit,approved,pix,crm,ProviderC,80.27,BRL,38,
2783,4124,2025-09-20 00:45:58,withdraw,approved,pix,chat,ProviderB,1228.96,BRL,493,
2784,4972,2026-01-13 20:33:44,withdraw,approved,pix,email,ProviderA,946.86,BRL,874,
2785,5706,2025-11-10 00:32:50,withdraw,approved,bank_transfer,email,ProviderB,798.67,BRL,786,
2786,5193,2026-01-09 22:45:26,deposit,approved,card,crm,ProviderB,826.25,BRL,11,
2787,5959,2025-09-20 20:07:52,deposit,pending,bank_transfer,app,ProviderA,409.68,BRL,11,
2788,9918,2025-12-10 23:17:29,deposit,approved,pix,app,ProviderA,703.42,BRL,21,
2789,8873,2025-10-14 20:08:55,withdraw,approved,pix,crm,ProviderC,565.77,BRL,998,
2790,9846,2025-12-09 02:41:14,deposit,approved,bank_transfer,chat,ProviderB,1461.55,BRL,17,
2791,5122,2025-12-29 10:34:23,withdraw,denied,bank_transfer,crm,ProviderB,1550.8,BRL,826,Limite excedido
2792,6074,2025-10-11 13:06:15,deposit,approved,pix,app,ProviderA,597.04,BRL,13,
2793,1317,2026-01-02 19:27:54,withdraw,approved,pix,crm,ProviderA,1761.78,BRL,679,
2794,1059,2025-10-04 23:31:40,deposit,approved,pix,chat,ProviderB,216.81,BRL,30,
2795,3252,2025-11-11 07:43:28,deposit,approved,pix,app,ProviderA,131.52,BRL,21,
2796,2600,2025-10-15 03:21:24,deposit,approved,pix,crm,ProviderC,1314.64,BRL,12,
2797,1907,2025-10-22 18:03:07,deposit,approved,pix,app,ProviderB,1191.41,BRL,32,
2798,9317,2025-10-26 05:08:30,withdraw,pending,pix,email,ProviderA,654.35,BRL,150,
2799,6498,2025-09-21 14:47:33,deposit,approved,card,email,ProviderA,534.89,BRL,18,
2800,9194,2025-10-04 05:46:07,deposit,approved,pix,email,ProviderB,345.02,BRL,19,
2801,8919,2025-09-28 04:24:03,deposit,approved,pix,app,ProviderA,980.84,BRL,3,
2802,6780,2025-10-14 23:06:19,deposit,approved,card,chat,ProviderA,110.59,BRL,8,
2803,6578,2025-11-10 18:01:49,withdraw,approved,bank_transfer,app,ProviderA,1830.6,BRL,552,
2804,8034,2025-11-30 19:27:00,deposit,approved,card,crm,ProviderC,1434.38,BRL,26,
2805,6476,2026-01-14 09:24:27,deposit,approved,pix,app,ProviderC,232.41,BRL,14,
2806,4903,2025-11-18 17:39:56,withdraw,approved,pix,app,ProviderA,3579.85,BRL,163,
2807,3913,2025-12-29 00:01:34,deposit,approved,pix,crm,ProviderB,1472.69,BRL,17,
2808,5225,2025-12-12 21:44:21,deposit,approved,pix,chat,ProviderA,955.31,BRL,19,
2809,6929,2025-12-18 09:08:40,withdraw,approved,pix,app,ProviderB,1626.48,BRL,307,
2810,1768,2025-12-29 06:31:53,deposit,approved,pix,chat,ProviderC,1293.41,BRL,8,
2811,1828,2025-10-13 22:14:37,withdraw,approved,pix,app,ProviderC,910.52,BRL,704,
2812,8829,2025-10-02 08:44:29,deposit,approved,pix,chat,ProviderA,525.61,BRL,9,
2813,1541,2025-10-16 11:06:27,deposit,approved,pix,chat,ProviderA,191.63,BRL,25,
2814,2642,2025-10-05 23:57:02,deposit,approved,pix,crm,ProviderA,972.55,BRL,6,
2815,7488,2025-10-11 15:39:39,withdraw,approved,pix,chat,ProviderB,2578.62,BRL,94,
2816,3062,2025-09-22 01:25:47,deposit,approved,pix,email,ProviderA,1326.63,BRL,26,
2817,9826,2025-11-11 13:48:46,deposit,approved,pix,chat,ProviderC,563.43,BRL,27,
2818,2350,2025-12-09 06:06:09,deposit,pending,pix,app,ProviderC,1424.9,BRL,8,
2819,8618,2025-10-21 20:23:58,withdraw,approved,bank_transfer,email,ProviderB,1332.14,BRL,223,
2820,1910,2025-10-28 23:05:59,deposit,approved,pix,crm,ProviderB,209.67,BRL,28,
2821,5086,2025-11-19 02:56:42,withdraw,denied,pix,app,ProviderB,934.0,BRL,684,Dados divergentes
2822,9072,2025-11-13 18:12:29,withdraw,approved,pix,app,ProviderC,585.15,BRL,708,
2823,4680,2025-12-14 13:57:51,withdraw,approved,bank_transfer,email,ProviderA,3916.43,BRL,280,
2824,6681,2025-11-12 09:45:19,deposit,approved,pix,chat,ProviderC,404.38,BRL,14,
2825,4626,2025-10-28 01:21:44,deposit,approved,card,crm,ProviderA,322.82,BRL,34,
2826,6082,2025-10-30 00:15:40,deposit,approved,crypto,app,ProviderB,115.11,BRL,6,
2827,8514,2025-09-23 18:51:46,withdraw,approved,pix,chat,ProviderB,2055.75,BRL,227,
2828,6351,2025-10-03 16:27:58,deposit,approved,pix,chat,ProviderC,501.46,BRL,3,
2829,5370,2025-11-27 19:24:17,deposit,approved,card,crm,ProviderB,410.01,BRL,21,
2830,2289,2025-11-16 16:10:35,deposit,approved,pix,crm,ProviderB,1551.79,BRL,6,
2831,9468,2025-11-03 17:52:28,deposit,approved,card,app,ProviderA,647.0,BRL,5,
2832,5160,2025-11-26 09:51:31,withdraw,pending,pix,email,ProviderC,2405.79,BRL,1216,
2833,2986,2025-12-25 03:11:47,deposit,approved,pix,app,ProviderA,1271.96,BRL,12,
2834,8054,2025-10-15 02:40:16,withdraw,approved,pix,crm,ProviderA,4323.65,BRL,371,
2835,8507,2025-12-12 13:57:56,withdraw,approved,pix,crm,ProviderA,752.86,BRL,100,
2836,7881,2025-11-19 15:11:35,deposit,approved,pix,email,ProviderA,787.62,BRL,14,
2837,1621,2025-10-31 11:35:19,deposit,approved,pix,crm,ProviderB,927.83,BRL,4,
2838,9412,2025-09-29 07:17:34,withdraw,approved,pix,app,ProviderC,2485.35,BRL,513,
2839,9568,2025-12-04 10:59:43,deposit,approved,pix,chat,ProviderB,866.28,BRL,37,
2840,6742,2025-11-27 04:08:55,deposit,approved,bank_transfer,crm,ProviderB,1497.83,BRL,20,
2841,3885,2026-01-05 16:54:54,withdraw,approved,pix,app,ProviderA,1688.09,BRL,43,
2842,5757,2025-09-19 22:18:11,deposit,approved,crypto,crm,ProviderB,983.85,BRL,19,
2843,9740,2025-11-13 11:34:46,deposit,approved,pix,crm,ProviderC,72.32,BRL,24,
2844,2691,2025-12-29 15:23:35,withdraw,approved,pix,email,ProviderB,2618.48,BRL,314,
2845,8123,2025-10-05 00:11:35,deposit,approved,pix,crm,ProviderB,336.36,BRL,15,
2846,2376,2026-01-06 13:20:19,deposit,approved,pix,crm,ProviderA,425.81,BRL,11,
2847,5078,2025-11-29 13:06:23,withdraw,pending,pix,email,ProviderA,2942.43,BRL,111,
2848,9671,2025-10-18 00:59:23,deposit,approved,pix,email,ProviderB,69.66,BRL,11,
2849,1301,2025-12-19 19:05:53,deposit,approved,pix,chat,ProviderB,946.79,BRL,5,
2850,9970,2025-10-20 19:48:45,deposit,approved,pix,email,ProviderA,1225.47,BRL,6,
2851,6521,2025-09-30 18:20:50,deposit,approved,pix,email,ProviderB,204.71,BRL,20,
2852,4420,2025-09-25 16:07:25,deposit,approved,card,crm,ProviderC,642.3,BRL,15,
2853,7418,2025-12-27 14:48:00,deposit,approved,pix,crm,ProviderB,602.95,BRL,7,
2854,4660,2025-10-01 03:01:28,deposit,approved,pix,email,ProviderC,87.58,BRL,18,
2855,8170,2025-12-24 01:35:37,withdraw,pending,card,crm,ProviderC,2299.22,BRL,523,
2856,4189,2025-11-11 07:09:36,deposit,approved,pix,app,ProviderB,518.48,BRL,15,
2857,1912,2025-10-19 17:19:00,deposit,approved,pix,app,ProviderA,568.6,BRL,5,
2858,8399,2025-11-14 07:23:45,deposit,approved,pix,app,ProviderA,102.34,BRL,38,
2859,2675,2025-11-30 05:30:32,deposit,denied,card,email,ProviderC,658.06,BRL,28,Documento ilegivel
2860,3944,2025-12-08 17:53:20,deposit,approved,pix,crm,ProviderC,504.94,BRL,5,
2861,4173,2025-12-22 22:32:35,withdraw,approved,pix,app,ProviderB,2061.16,BRL,297,
2862,5960,2026-01-04 16:55:08,deposit,approved,card,email,ProviderA,1157.59,BRL,2,
2863,4135,2025-10-18 13:13:33,withdraw,approved,pix,app,ProviderB,790.95,BRL,230,
2864,2800,2025-11-16 21:04:05,deposit,approved,pix,crm,ProviderA,461.1,BRL,3,
2865,5072,2026-01-11 14:23:05,withdraw,approved,bank_transfer,crm,ProviderB,2892.15,BRL,369,
2866,2670,2025-12-16 18:44:40,deposit,approved,card,crm,ProviderC,1490.74,BRL,26,
2867,5977,2025-12-02 01:19:40,withdraw,approved,pix,chat,ProviderC,3984.59,BRL,370,
2868,4244,2025-09-28 08:58:33,deposit,approved,pix,crm,ProviderA,292.23,BRL,15,
2869,3565,2025-11-24 22:57:01,deposit,approved,pix,chat,ProviderC,1458.52,BRL,5,
2870,5503,2025-12-16 01:12:09,deposit,approved,pix,crm,ProviderB,101.86,BRL,26,
2871,4242,2025-12-26 07:42:00,deposit,approved,pix,crm,ProviderB,577.03,BRL,26,
2872,6375,2025-12-20 14:05:34,deposit,approved,card,app,ProviderB,190.85,BRL,14,
2873,5350,2025-11-10 13:43:36,deposit,approved,pix,app,ProviderC,87.33,BRL,19,
2874,7441,2025-11-03 04:21:39,deposit,approved,pix,chat,ProviderB,321.5,BRL,43,
2875,1277,2025-12-07 03:13:15,deposit,approved,pix,app,ProviderB,1630.33,BRL,13,
2876,9010,2025-10-02 06:39:14,deposit,denied,pix,email,ProviderC,945.58,BRL,12,KYC pendente
2877,7668,2026-01-01 05:46:44,deposit,approved,pix,email,ProviderA,780.61,BRL,6,
2878,9536,2025-11-14 15:05:15,deposit,approved,pix,email,ProviderC,78.31,BRL,18,
2879,9466,2026-01-10 23:05:18,withdraw,approved,pix,email,ProviderC,2915.48,BRL,43,
2880,8676,2025-10-10 06:27:18,deposit,approved,pix,app,ProviderB,84.5,BRL,4,
2881,4309,2025-11-19 09:37:49,withdraw,denied,pix,chat,ProviderC,1826.02,BRL,1083,Suspeita de fraude
2882,1853,2025-10-03 22:20:42,deposit,pending,pix,app,ProviderA,555.6,BRL,9,
2883,6475,2025-11-10 15:13:12,withdraw,denied,pix,email,ProviderA,892.06,BRL,382,Dados divergentes
2884,6610,2025-12-29 08:39:15,deposit,approved,pix,app,ProviderC,385.23,BRL,6,
2885,4994,2025-09-24 17:34:54,deposit,approved,card,email,ProviderA,1176.07,BRL,30,
2886,6701,2026-01-11 07:25:22,deposit,approved,pix,app,ProviderA,751.88,BRL,12,
2887,5971,2025-12-17 04:49:12,withdraw,approved,crypto,chat,ProviderA,747.05,BRL,670,
2888,9618,2025-10-19 03:29:32,deposit,approved,pix,email,ProviderC,1484.95,BRL,10,
2889,8425,2025-10-19 09:04:20,withdraw,approved,pix,app,ProviderA,3218.0,BRL,243,
2890,7398,2025-10-28 13:37:11,deposit,approved,card,app,ProviderA,1115.81,BRL,3,
2891,8577,2025-10-09 05:57:45,deposit,approved,pix,email,ProviderC,602.12,BRL,5,
2892,7078,2025-11-24 09:52:44,deposit,approved,pix,chat,ProviderB,83.23,BRL,12,
2893,5849,2026-01-01 11:50:04,withdraw,approved,pix,crm,ProviderB,2309.4,BRL,591,
2894,8789,2025-11-03 09:30:55,deposit,approved,pix,chat,ProviderC,775.62,BRL,39,
2895,1897,2026-01-10 19:53:12,deposit,approved,pix,chat,ProviderA,1637.51,BRL,19,
2896,1907,2025-09-20 23:03:04,withdraw,approved,pix,crm,ProviderA,254.3,BRL,297,
2897,9425,2026-01-11 06:16:22,deposit,approved,pix,email,ProviderA,578.22,BRL,35,
2898,9697,2026-01-05 13:21:30,deposit,approved,pix,chat,ProviderB,648.8,BRL,20,
2899,4572,2026-01-06 10:59:15,withdraw,approved,pix,chat,ProviderB,3133.33,BRL,245,
2900,6944,2025-12-19 02:41:10,deposit,denied,pix,app,ProviderC,1561.86,BRL,22,KYC pendente
2901,3288,2025-10-03 12:43:56,deposit,approved,pix,chat,ProviderA,1076.63,BRL,7,
2902,1476,2025-10-13 04:32:57,withdraw,approved,pix,chat,ProviderA,1495.11,BRL,374,
2903,7780,2025-12-10 19:57:15,deposit,approved,pix,crm,ProviderA,641.55,BRL,13,
2904,3943,2026-01-09 16:55:19,deposit,pending,pix,chat,ProviderC,882.87,BRL,6,
2905,7234,2025-12-06 16:57:36,withdraw,pending,bank_transfer,chat,ProviderC,2852.51,BRL,226,
2906,6128,2026-01-07 19:33:18,deposit,approved,card,chat,ProviderB,406.03,BRL,18,
2907,9882,2025-12-29 14:29:42,deposit,approved,bank_transfer,app,ProviderA,356.96,BRL,5,
2908,9515,2025-11-01 19:14:13,deposit,approved,pix,crm,ProviderB,292.61,BRL,17,
2909,7367,2025-11-20 04:34:35,withdraw,approved,pix,crm,ProviderB,2347.11,BRL,169,
2910,3489,2025-09-29 16:57:52,withdraw,approved,pix,crm,ProviderB,573.63,BRL,716,
2911,7476,2025-10-12 03:41:21,deposit,approved,card,app,ProviderA,517.39,BRL,7,
2912,6647,2025-10-03 15:42:29,deposit,approved,pix,email,ProviderB,681.3,BRL,18,
2913,6881,2025-12-17 00:12:37,withdraw,pending,bank_transfer,chat,ProviderB,4160.0,BRL,905,
2914,2204,2025-10-17 22:39:19,deposit,approved,pix,crm,ProviderB,330.35,BRL,21,
2915,8586,2025-12-31 01:18:26,deposit,approved,bank_transfer,app,ProviderA,534.2,BRL,5,
2916,1501,2025-11-15 05:16:11,withdraw,denied,pix,chat,ProviderB,2474.1,BRL,499,Dados divergentes
2917,5140,2025-12-27 06:13:56,deposit,pending,pix,chat,ProviderC,939.57,BRL,17,
2918,9547,2025-10-22 20:15:29,deposit,approved,pix,app,ProviderC,1133.63,BRL,4,
2919,9925,2025-12-11 10:51:38,deposit,approved,card,email,ProviderB,1737.56,BRL,7,
2920,3256,2026-01-17 10:17:55,deposit,approved,pix,email,ProviderC,564.49,BRL,8,
2921,7480,2025-10-20 16:26:43,deposit,approved,pix,chat,ProviderC,618.77,BRL,6,
2922,2323,2025-10-07 07:51:16,deposit,approved,pix,email,ProviderB,913.44,BRL,5,
2923,1210,2025-10-14 14:22:11,withdraw,approved,pix,crm,ProviderB,1325.7,BRL,41,
2924,1046,2025-11-21 03:45:37,deposit,approved,card,chat,ProviderB,101.55,BRL,7,
2925,2879,2025-11-11 22:01:05,withdraw,pending,pix,chat,ProviderA,643.01,BRL,768,
2926,3031,2025-10-11 07:18:40,withdraw,approved,card,chat,ProviderB,3254.5,BRL,999,
2927,4380,2025-12-20 02:10:54,withdraw,denied,pix,chat,ProviderB,2458.23,BRL,238,Dados divergentes
2928,1070,2025-12-04 05:22:57,withdraw,approved,pix,app,ProviderB,384.9,BRL,502,
2929,7671,2025-10-08 23:21:52,deposit,approved,pix,app,ProviderB,415.83,BRL,17,
2930,1099,2026-01-11 10:36:04,deposit,approved,pix,email,ProviderC,195.46,BRL,2,
2931,3001,2025-12-09 07:19:55,deposit,approved,pix,chat,ProviderB,163.73,BRL,6,
2932,6314,2025-11-06 01:40:06,deposit,approved,pix,crm,ProviderB,934.1,BRL,16,
2933,6014,2025-11-04 05:15:09,withdraw,approved,pix,crm,ProviderB,1078.33,BRL,366,
2934,3607,2025-09-28 15:45:47,deposit,approved,pix,email,ProviderC,1075.59,BRL,10,
2935,7584,2025-12-18 11:47:13,withdraw,approved,pix,chat,ProviderB,1377.72,BRL,106,
2936,9743,2025-09-23 05:04:43,deposit,approved,pix,email,ProviderC,1661.48,BRL,15,
2937,3150,2026-01-03 03:13:55,deposit,approved,card,email,ProviderA,541.96,BRL,41,
2938,3966,2025-11-22 08:49:53,withdraw,approved,bank_transfer,email,ProviderB,4022.71,BRL,725,
2939,2752,2025-12-14 23:29:02,deposit,approved,pix,crm,ProviderC,626.74,BRL,25,
2940,8244,2025-11-17 21:31:11,deposit,approved,pix,chat,ProviderC,1049.66,BRL,10,
2941,9693,2025-12-04 03:08:41,deposit,approved,pix,email,ProviderA,21.09,BRL,32,
2942,7208,2025-10-22 04:25:40,withdraw,approved,bank_transfer,chat,ProviderB,599.91,BRL,554,
2943,3128,2025-12-28 09:30:57,deposit,approved,pix,crm,ProviderC,265.4,BRL,19,
2944,5037,2025-12-24 20:48:37,deposit,approved,bank_transfer,crm,ProviderC,359.63,BRL,17,
2945,7454,2026-01-13 00:05:45,deposit,denied,pix,email,ProviderA,192.41,BRL,32,Conta bancaria invalida
2946,3384,2025-12-22 21:46:40,deposit,approved,card,email,ProviderC,1029.35,BRL,23,
2947,8658,2025-10-09 22:57:02,deposit,approved,card,chat,ProviderC,696.87,BRL,8,
2948,5533,2025-12-19 21:36:28,withdraw,approved,pix,email,ProviderC,752.21,BRL,657,
2949,8403,2025-11-18 17:21:26,withdraw,approved,bank_transfer,crm,ProviderA,864.77,BRL,1012,
2950,6810,2025-11-25 06:11:29,deposit,pending,pix,app,ProviderB,364.25,BRL,5,
2951,9449,2025-11-08 21:35:05,withdraw,approved,pix,chat,ProviderC,786.52,BRL,589,
2952,6961,2026-01-15 06:02:38,deposit,approved,pix,app,ProviderC,947.75,BRL,10,
2953,7199,2025-12-25 01:38:38,withdraw,approved,pix,crm,ProviderA,1018.54,BRL,283,
2954,8255,2025-12-23 12:01:06,withdraw,approved,card,crm,ProviderC,3060.68,BRL,118,
2955,6182,2025-12-03 21:54:04,deposit,approved,bank_transfer,chat,ProviderA,158.85,BRL,19,
2956,4233,2025-10-31 21:33:44,deposit,approved,pix,chat,ProviderB,486.73,BRL,15,
2957,3128,2025-10-26 07:14:38,deposit,denied,pix,email,ProviderA,512.79,BRL,10,Conta bancaria invalida
2958,6161,2025-10-16 10:17:07,deposit,approved,pix,app,ProviderB,1487.15,BRL,14,
2959,4086,2025-11-13 21:01:10,withdraw,approved,pix,crm,ProviderB,2013.98,BRL,140,
2960,4981,2025-11-15 06:55:37,deposit,approved,pix,crm,ProviderB,531.88,BRL,10,
2961,7735,2025-09-27 17:17:40,withdraw,approved,pix,crm,ProviderA,3567.47,BRL,235,
2962,8702,2025-11-10 03:11:37,withdraw,denied,bank_transfer,email,ProviderA,3779.41,BRL,127,Documento ilegivel
2963,1233,2026-01-13 12:32:43,withdraw,denied,pix,app,ProviderC,368.66,BRL,296,Suspeita de fraude
2964,1432,2025-10-19 10:52:42,deposit,approved,pix,chat,ProviderB,236.63,BRL,9,
2965,6572,2025-09-20 10:23:20,deposit,approved,pix,email,ProviderB,1513.78,BRL,3,
2966,4545,2025-12-11 19:55:26,withdraw,approved,pix,email,ProviderB,107.06,BRL,146,
2967,1579,2026-01-14 05:02:45,deposit,approved,pix,app,ProviderC,126.42,BRL,6,
2968,7948,2025-12-01 19:06:16,deposit,approved,crypto,chat,ProviderA,978.1,BRL,17,
2969,7560,2026-01-07 03:32:19,deposit,approved,bank_transfer,crm,ProviderA,557.9,BRL,25,
2970,2766,2025-12-18 08:09:14,withdraw,approved,card,email,ProviderC,184.96,BRL,87,
